year,artist,title
1989,JIVE BUNNY AND THE MASTERMIXERS,Swing In The Mood
1989,LOU GRAMM,Just Between You And Me
1989,TOM PETTY,Free Fallin'
1989,TESLA,Love Song
1989,ROD STEWART,Downtown Train
1989,JOE COCKER,When The Night Comes
1989,SEDUCTION,Two To Make It Right
1989,BON JOVI,Living In Sin
1989,MADONNA,Oh Father
1989,MILLI VANILLI,Blame It On The Rain
1989,SKID ROW,I Remember You
1989,ROLLING STONES,Rock And A Hard Place
1989,AEROSMITH,Janie's Got A Gun
1989,QUINCY JONES featuring RAY CHARLES,I'll Be Good To You
1989,BABYFACE,Tender Love
1989,EDDIE MONEY,Peace In Our Time
1989,B-52'S,Love Shack
1989,CHICAGO,What Kind Of Man Would I Be
1989,KIX,Don't Close My Eyes
1989,EXPOSE,Tell Me Why
1989,PAULA ABDUL,Opposites Attract
1989,PAULA ABDUL,(It s Just) The Way That You Love Me
1989,MICHAEL DAMIAN,Was It Nothing At All
1989,YOUNG MC,Principle's Office
1989,YOUNG M.C.,Bust A Move
1989,MOTLEY CRUE,Kickstart My Heart
1989,BAD ENGLISH,When I See You Smile
1989,TINA TURNER,Steamy Windows
1989,ROXETTE,Dangerous
1989,SHANA,I Want You
1989,SYBIL,Don't Make Me Over
1989,POCO,Nothin' To Hide
1989,GLORIA ESTEFAN,Here We Are
1989,COVER GIRLS,We Can't Go Wrong
1989,WHITESNAKE,Fool For Your Loving
1989,DON HENLEY,The Last Worthless Evening
1989,MICHEL'LE,No More Lies
1989,RICHARD MARX,Angelia
1989,2 LIVE CREW,Me So Horny
1989,MILLI VANILLI,All Or Nothing
1989,JAYA,If You Leave Me Now
1989,BAD ENGLISH,Price Of Love
1989,TEARS FOR FEARS,Woman In Chains
1989,BELINDA CARLISLE,Leave A Light On
1989,FIONA,Everything You Go
1989,ALICE COOPER,Poison
1989,BONHAM,Wait For You
1989,MARCIA GRIFFITHS,Electric Boogie
1989,PAUL CARRACK,I Live By The Groove
1989,D-MOB & CATHY DENNIS,C'mon And Get My Love
1989,SA-FIRE,I Will Survive
1989,PRINCE & SHEENA EASTON,The Arms Of Orion
1989,JERMAINE JACKSON,Don't Take It Personal
1989,KEVIN PAIGE,Don't Shut Me Out
1989,GREAT WHITE,The Angel Song
1989,DEPECHE MODE,Personal Jesus
1989,PAJAMA PARTY,Over & Over
1989,LUTHER VANDROSS,Here & Now
1989,B-52'S,Roam
1989,KENNY G,Going Home
1989,ERIC CLAPTON,Pretending
1989,NENEH CHERRY,Heart
1989,DINO,Never 2 Much Of U
1989,ROXETTE,Listen To Your Heart
1989,CHRISTOPHER MAX,Serious Kinda Girl
1989,SMITHEREENS,A Girl Like You
1989,NEW KIDS ON THE BLOCK,Didn't I (Blow Your Mind)
1989,BOBBY BROWN,Rock Rit'cha
1989,GLORIA ESTEFAN,Get On Your Feet
1989,WARRANT,Sometimes She Cries
1989,CURE,Lullaby
1989,KISS,Hide Your Heart
1989,LOVERBOY,Too Hot
1989,MICHAEL PENN,No Myth
1989,ALANNAH MYLES,Black Velvet
1989,DIVING FOR PEARLS,Gimmie Good Lovin'
1989,LIL LOUIS,French Kiss
1989,ABSTRAC',Right & Hype
1989,MICHAEL MORALES,I Don't Know
1989,STEVIE B,Girl I Am Searching For You
1989,JANET JACKSON,Miss You Much
1989,STARSHIP,I Didn't Mean To Stay All Night
1989,SHARON BRYANT,Foolish Heart
1989,CHRISTOPHER WILLIAMS,Talk To Myself
1989,AFTER 7,Heat Of The Moment
1989,NEW KIDS ON THE BLOCK,Cover Girl
1989,HOOTERS,500 Miles
1989,SARAYA,Back To The Bullet
1989,CHUNKY A,Owwww!
1989,PHIL COLLINS,Another Day In Paradise
1989,LINDA RONSTADT & AARON NEVILLE,Don't Know Much
1989,BILLY JOEL,We Didn't Start The Fire
1989,JANET JACKSON,Rhythm Nation
1989,TAYLOR DAYNE,With Every Beat Of My Heart
1989,SOUL II SOUL,Back 2 Life
1989,TECHNOTRONIC,Pump Up The Jam
1989,CHER,Just Like Jesse James
1989,NEW KIDS ON THE BLOCK,This One's For The Children
1989,BON JOVI,Living In Sin
1989,MICHAEL BOLTON,How Am I Supposed To Live Without You
1989,JODY WATLEY,Everything
1989,MILLI VANILLI,Blame It On The Rain
1989,JIVE BUNNY AND THE MASTERMIXERS,Swing In The Mood
1989,LOU GRAMM,Just Between You And Me
1989,TESLA,Love Song
1989,TOM PETTY,Free Fallin'
1989,JOE COCKER,When The Night Comes
1989,ROD STEWART,Downtown Train
1989,SEDUCTION,Two To Make It Right
1989,MADONNA,Oh Father
1989,B-52'S,Love Shack
1989,ROLLING STONES,Rock And A Hard Place
1989,KIX,Don't Close My Eyes
1989,PAULA ABDUL,(It s Just) The Way That You Love Me
1989,SKID ROW,I Remember You
1989,BAD ENGLISH,When I See You Smile
1989,RICHARD MARX,Angelia
1989,AEROSMITH,Janie's Got A Gun
1989,QUINCY JONES featuring RAY CHARLES,I'll Be Good To You
1989,DON HENLEY,The Last Worthless Evening
1989,BABYFACE,Tender Love
1989,YOUNG M.C.,Bust A Move
1989,EDDIE MONEY,Peace In Our Time
1989,SYBIL,Don't Make Me Over
1989,BELINDA CARLISLE,Leave A Light On
1989,WHITESNAKE,Fool For Your Loving
1989,CHICAGO,What Kind Of Man Would I Be
1989,MICHAEL DAMIAN,Was It Nothing At All
1989,EXPOSE,Tell Me Why
1989,SHANA,I Want You
1989,2 LIVE CREW,Me So Horny
1989,YOUNG MC,Principle's Office
1989,PAUL CARRACK,I Live By The Groove
1989,ALICE COOPER,Poison
1989,PRINCE & SHEENA EASTON,The Arms Of Orion
1989,PAULA ABDUL,Opposites Attract
1989,TINA TURNER,Steamy Windows
1989,MOTLEY CRUE,Kickstart My Heart
1989,ROXETTE,Dangerous
1989,KEVIN PAIGE,Don't Shut Me Out
1989,MICHEL'LE,No More Lies
1989,JAYA,If You Leave Me Now
1989,POCO,Nothin' To Hide
1989,GLORIA ESTEFAN,Here We Are
1989,COVER GIRLS,We Can't Go Wrong
1989,FIONA,Everything You Go
1989,GREAT WHITE,The Angel Song
1989,ROXETTE,Listen To Your Heart
1989,BONHAM,Wait For You
1989,TEARS FOR FEARS,Woman In Chains
1989,GLORIA ESTEFAN,Get On Your Feet
1989,ERIC CLAPTON,Pretending
1989,PAJAMA PARTY,Over & Over
1989,MARCIA GRIFFITHS,Electric Boogie
1989,JERMAINE JACKSON,Don't Take It Personal
1989,NEW KIDS ON THE BLOCK,Didn't I (Blow Your Mind)
1989,BAD ENGLISH,Price Of Love
1989,LIL LOUIS,French Kiss
1989,DEPECHE MODE,Personal Jesus
1989,SA-FIRE,I Will Survive
1989,JANET JACKSON,Miss You Much
1989,KISS,Hide Your Heart
1989,BOBBY BROWN,Rock Rit'cha
1989,CHRISTOPHER MAX,Serious Kinda Girl
1989,D-MOB & CATHY DENNIS,C'mon And Get My Love
1989,NENEH CHERRY,Heart
1989,LUTHER VANDROSS,Here & Now
1989,SMITHEREENS,A Girl Like You
1989,CURE,Lullaby
1989,DINO,Never 2 Much Of U
1989,CHUNKY A,Owwww!
1989,SARAYA,Back To The Bullet
1989,DIVING FOR PEARLS,Gimmie Good Lovin'
1989,STARSHIP,I Didn't Mean To Stay All Night
1989,NEW KIDS ON THE BLOCK,Cover Girl
1989,MICHAEL MORALES,I Don't Know
1989,B-52'S,Roam
1989,STEVIE B,Girl I Am Searching For You
1989,LOVERBOY,Too Hot
1989,SHARON BRYANT,Foolish Heart
1989,AFTER 7,Heat Of The Moment
1989,ABSTRAC',Right & Hype
1989,CHRISTOPHER WILLIAMS,Talk To Myself
1989,MILLI VANILLI,Girl I'm Gonna Miss You
1989,EXPOSE,When I Looked At Him
1989,HOOTERS,500 Miles
1989,SHOOTING STAR,Touch Me Tonight
1989,ALARM,Sold Me Down The River
1989,DJ JAZZY JEFF & FRESH PRINCE,I Think I Can Beat Mike Tyson
1989,BILLY JOEL,We Didn't Start The Fire
1989,PHIL COLLINS,Another Day In Paradise
1989,LINDA RONSTADT & AARON NEVILLE,Don't Know Much
1989,SOUL II SOUL,Back 2 Life
1989,TAYLOR DAYNE,With Every Beat Of My Heart
1989,MILLI VANILLI,Blame It On The Rain
1989,TECHNOTRONIC,Pump Up The Jam
1989,JANET JACKSON,Rhythm Nation
1989,BON JOVI,Living In Sin
1989,CHER,Just Like Jesse James
1989,KIX,Don't Close My Eyes
1989,PAULA ABDUL,(It s Just) The Way That You Love Me
1989,NEW KIDS ON THE BLOCK,This One's For The Children
1989,RICHARD MARX,Angelia
1989,JODY WATLEY,Everything
1989,MICHAEL BOLTON,How Am I Supposed To Live Without You
1989,B-52'S,Love Shack
1989,BELINDA CARLISLE,Leave A Light On
1989,JIVE BUNNY AND THE MASTERMIXERS,Swing In The Mood
1989,TESLA,Love Song
1989,LOU GRAMM,Just Between You And Me
1989,DON HENLEY,The Last Worthless Evening
1989,TOM PETTY,Free Fallin'
1989,BAD ENGLISH,When I See You Smile
1989,JOE COCKER,When The Night Comes
1989,ROLLING STONES,Rock And A Hard Place
1989,MADONNA,Oh Father
1989,SEDUCTION,Two To Make It Right
1989,SYBIL,Don't Make Me Over
1989,ROD STEWART,Downtown Train
1989,PAUL CARRACK,I Live By The Groove
1989,ALICE COOPER,Poison
1989,YOUNG M.C.,Bust A Move
1989,SKID ROW,I Remember You
1989,KEVIN PAIGE,Don't Shut Me Out
1989,PRINCE & SHEENA EASTON,The Arms Of Orion
1989,QUINCY JONES featuring RAY CHARLES,I'll Be Good To You
1989,2 LIVE CREW,Me So Horny
1989,WHITESNAKE,Fool For Your Loving
1989,AEROSMITH,Janie's Got A Gun
1989,BABYFACE,Tender Love
1989,EDDIE MONEY,Peace In Our Time
1989,SHANA,I Want You
1989,ROXETTE,Listen To Your Heart
1989,GLORIA ESTEFAN,Get On Your Feet
1989,CHICAGO,What Kind Of Man Would I Be
1989,MICHAEL DAMIAN,Was It Nothing At All
1989,GREAT WHITE,The Angel Song
1989,YOUNG MC,Principle's Office
1989,EXPOSE,Tell Me Why
1989,MOTLEY CRUE,Kickstart My Heart
1989,JAYA,If You Leave Me Now
1989,TINA TURNER,Steamy Windows
1989,MICHEL'LE,No More Lies
1989,ERIC CLAPTON,Pretending
1989,JANET JACKSON,Miss You Much
1989,FIONA,Everything You Go
1989,NEW KIDS ON THE BLOCK,Didn't I (Blow Your Mind)
1989,POCO,Nothin' To Hide
1989,COVER GIRLS,We Can't Go Wrong
1989,BOBBY BROWN,Rock Rit'cha
1989,LIL LOUIS,French Kiss
1989,PAJAMA PARTY,Over & Over
1989,BONHAM,Wait For You
1989,ROXETTE,Dangerous
1989,KISS,Hide Your Heart
1989,TEARS FOR FEARS,Woman In Chains
1989,GLORIA ESTEFAN,Here We Are
1989,DJ JAZZY JEFF & FRESH PRINCE,I Think I Can Beat Mike Tyson
1989,JERMAINE JACKSON,Don't Take It Personal
1989,SARAYA,Back To The Bullet
1989,PAULA ABDUL,Opposites Attract
1989,MARCIA GRIFFITHS,Electric Boogie
1989,CURE,Lullaby
1989,STARSHIP,I Didn't Mean To Stay All Night
1989,CHRISTOPHER MAX,Serious Kinda Girl
1989,CHUNKY A,Owwww!
1989,STEVIE B,Girl I Am Searching For You
1989,NEW KIDS ON THE BLOCK,Cover Girl
1989,SA-FIRE,I Will Survive
1989,MICHAEL MORALES,I Don't Know
1989,NENEH CHERRY,Heart
1989,SMITHEREENS,A Girl Like You
1989,DEPECHE MODE,Personal Jesus
1989,SHOOTING STAR,Touch Me Tonight
1989,DIVING FOR PEARLS,Gimmie Good Lovin'
1989,MILLI VANILLI,Girl I'm Gonna Miss You
1989,EXPOSE,When I Looked At Him
1989,CHRISTOPHER WILLIAMS,Talk To Myself
1989,SHARON BRYANT,Foolish Heart
1989,D-MOB & CATHY DENNIS,C'mon And Get My Love
1989,ALARM,Sold Me Down The River
1989,AEROSMITH,Love In An Elevator
1989,DINO,Sunshine
1989,AFTER 7,Heat Of The Moment
1989,DINO,Never 2 Much Of U
1989,HOOTERS,500 Miles
1989,FINE YOUNG CANNIBALS,I'm Not The Man I Used To Be
1989,MOTLEY CRUE,Dr. Feelgood
1989,WHITE LION,Radar Love
1989,BILLY JOEL,We Didn't Start The Fire
1989,PHIL COLLINS,Another Day In Paradise
1989,MILLI VANILLI,Blame It On The Rain
1989,PAULA ABDUL,(It s Just) The Way That You Love Me
1989,LINDA RONSTADT & AARON NEVILLE,Don't Know Much
1989,SOUL II SOUL,Back 2 Life
1989,RICHARD MARX,Angelia
1989,TAYLOR DAYNE,With Every Beat Of My Heart
1989,B-52'S,Love Shack
1989,TECHNOTRONIC,Pump Up The Jam
1989,BELINDA CARLISLE,Leave A Light On
1989,KIX,Don't Close My Eyes
1989,JANET JACKSON,Rhythm Nation
1989,BON JOVI,Living In Sin
1989,BAD ENGLISH,When I See You Smile
1989,ALICE COOPER,Poison
1989,CHER,Just Like Jesse James
1989,JODY WATLEY,Everything
1989,KEVIN PAIGE,Don't Shut Me Out
1989,TESLA,Love Song
1989,DON HENLEY,The Last Worthless Evening
1989,NEW KIDS ON THE BLOCK,This One's For The Children
1989,JIVE BUNNY AND THE MASTERMIXERS,Swing In The Mood
1989,LOU GRAMM,Just Between You And Me
1989,SYBIL,Don't Make Me Over
1989,MICHAEL BOLTON,How Am I Supposed To Live Without You
1989,YOUNG M.C.,Bust A Move
1989,TOM PETTY,Free Fallin'
1989,GLORIA ESTEFAN,Get On Your Feet
1989,MADONNA,Oh Father
1989,ROLLING STONES,Rock And A Hard Place
1989,PAUL CARRACK,I Live By The Groove
1989,JOE COCKER,When The Night Comes
1989,GREAT WHITE,The Angel Song
1989,ROXETTE,Listen To Your Heart
1989,ROD STEWART,Downtown Train
1989,2 LIVE CREW,Me So Horny
1989,SEDUCTION,Two To Make It Right
1989,PRINCE & SHEENA EASTON,The Arms Of Orion
1989,SKID ROW,I Remember You
1989,WHITESNAKE,Fool For Your Loving
1989,QUINCY JONES featuring RAY CHARLES,I'll Be Good To You
1989,SHANA,I Want You
1989,BABYFACE,Tender Love
1989,JANET JACKSON,Miss You Much
1989,NEW KIDS ON THE BLOCK,Didn't I (Blow Your Mind)
1989,MICHAEL DAMIAN,Was It Nothing At All
1989,EDDIE MONEY,Peace In Our Time
1989,AEROSMITH,Janie's Got A Gun
1989,BOBBY BROWN,Rock Rit'cha
1989,LIL LOUIS,French Kiss
1989,YOUNG MC,Principle's Office
1989,JAYA,If You Leave Me Now
1989,MOTLEY CRUE,Kickstart My Heart
1989,CHICAGO,What Kind Of Man Would I Be
1989,ERIC CLAPTON,Pretending
1989,FINE YOUNG CANNIBALS,I'm Not The Man I Used To Be
1989,DJ JAZZY JEFF & FRESH PRINCE,I Think I Can Beat Mike Tyson
1989,PAJAMA PARTY,Over & Over
1989,MICHEL'LE,No More Lies
1989,TINA TURNER,Steamy Windows
1989,FIONA,Everything You Go
1989,AEROSMITH,Love In An Elevator
1989,SARAYA,Back To The Bullet
1989,NEW KIDS ON THE BLOCK,Cover Girl
1989,BONHAM,Wait For You
1989,EXPOSE,Tell Me Why
1989,STEVIE B,Girl I Am Searching For You
1989,SHOOTING STAR,Touch Me Tonight
1989,KISS,Hide Your Heart
1989,POCO,Nothin' To Hide
1989,MOTLEY CRUE,Dr. Feelgood
1989,COVER GIRLS,We Can't Go Wrong
1989,EXPOSE,When I Looked At Him
1989,CHRISTOPHER WILLIAMS,Talk To Myself
1989,CURE,Lullaby
1989,STARSHIP,I Didn't Mean To Stay All Night
1989,TEARS FOR FEARS,Woman In Chains
1989,AFTER 7,Heat Of The Moment
1989,ALARM,Sold Me Down The River
1989,JERMAINE JACKSON,Don't Take It Personal
1989,MILLI VANILLI,Girl I'm Gonna Miss You
1989,DINO,Sunshine
1989,POCO,Call It Love
1989,CHRISTOPHER MAX,Serious Kinda Girl
1989,TEARS FOR FEARS,Sowing The Seeds Of Love
1989,CHER,If I Could Turn Back Time
1989,CHUNKY A,Owwww!
1989,COVER GIRLS,My Heart Skips A Beat
1989,MARCIA GRIFFITHS,Electric Boogie
1989,WHITE LION,Radar Love
1989,MICHAEL MORALES,I Don't Know
1989,SMITHEREENS,A Girl Like You
1989,NENEH CHERRY,Heart
1989,REGINA BELLE,Baby Come To Me
1989,DIVING FOR PEARLS,Gimmie Good Lovin'
1989,DEPECHE MODE,Personal Jesus
1989,BABYFACE,It's No Crime
1989,HOOTERS,500 Miles
1989,THOMPSON TWINS,Sugar Daddy
1989,MILLI VANILLI,Blame It On The Rain
1989,BILLY JOEL,We Didn't Start The Fire
1989,PAULA ABDUL,(It s Just) The Way That You Love Me
1989,RICHARD MARX,Angelia
1989,B-52'S,Love Shack
1989,PHIL COLLINS,Another Day In Paradise
1989,SOUL II SOUL,Back 2 Life
1989,LINDA RONSTADT & AARON NEVILLE,Don't Know Much
1989,BAD ENGLISH,When I See You Smile
1989,ALICE COOPER,Poison
1989,TAYLOR DAYNE,With Every Beat Of My Heart
1989,KIX,Don't Close My Eyes
1989,BELINDA CARLISLE,Leave A Light On
1989,GLORIA ESTEFAN,Get On Your Feet
1989,BON JOVI,Living In Sin
1989,TECHNOTRONIC,Pump Up The Jam
1989,JANET JACKSON,Rhythm Nation
1989,KEVIN PAIGE,Don't Shut Me Out
1989,CHER,Just Like Jesse James
1989,SYBIL,Don't Make Me Over
1989,TESLA,Love Song
1989,ROXETTE,Listen To Your Heart
1989,DON HENLEY,The Last Worthless Evening
1989,JODY WATLEY,Everything
1989,YOUNG M.C.,Bust A Move
1989,JIVE BUNNY AND THE MASTERMIXERS,Swing In The Mood
1989,LOU GRAMM,Just Between You And Me
1989,NEW KIDS ON THE BLOCK,This One's For The Children
1989,MICHAEL BOLTON,How Am I Supposed To Live Without You
1989,GREAT WHITE,The Angel Song
1989,TOM PETTY,Free Fallin'
1989,PAUL CARRACK,I Live By The Groove
1989,2 LIVE CREW,Me So Horny
1989,ROLLING STONES,Rock And A Hard Place
1989,MADONNA,Oh Father
1989,JANET JACKSON,Miss You Much
1989,JOE COCKER,When The Night Comes
1989,NEW KIDS ON THE BLOCK,Didn't I (Blow Your Mind)
1989,PRINCE & SHEENA EASTON,The Arms Of Orion
1989,ROD STEWART,Downtown Train
1989,BOBBY BROWN,Rock Rit'cha
1989,SEDUCTION,Two To Make It Right
1989,WHITESNAKE,Fool For Your Loving
1989,SKID ROW,I Remember You
1989,QUINCY JONES featuring RAY CHARLES,I'll Be Good To You
1989,SHANA,I Want You
1989,NEW KIDS ON THE BLOCK,Cover Girl
1989,AEROSMITH,Love In An Elevator
1989,MICHAEL DAMIAN,Was It Nothing At All
1989,LIL LOUIS,French Kiss
1989,BABYFACE,Tender Love
1989,TEARS FOR FEARS,Sowing The Seeds Of Love
1989,JAYA,If You Leave Me Now
1989,FINE YOUNG CANNIBALS,I'm Not The Man I Used To Be
1989,EXPOSE,When I Looked At Him
1989,STEVIE B,Girl I Am Searching For You
1989,MOTLEY CRUE,Dr. Feelgood
1989,DINO,Sunshine
1989,AEROSMITH,Janie's Got A Gun
1989,DJ JAZZY JEFF & FRESH PRINCE,I Think I Can Beat Mike Tyson
1989,ALARM,Sold Me Down The River
1989,ERIC CLAPTON,Pretending
1989,SARAYA,Back To The Bullet
1989,PAJAMA PARTY,Over & Over
1989,YOUNG MC,Principle's Office
1989,EDDIE MONEY,Peace In Our Time
1989,SHOOTING STAR,Touch Me Tonight
1989,MOTLEY CRUE,Kickstart My Heart
1989,TINA TURNER,Steamy Windows
1989,MICHEL'LE,No More Lies
1989,CHRISTOPHER WILLIAMS,Talk To Myself
1989,CHER,If I Could Turn Back Time
1989,POCO,Call It Love
1989,FIONA,Everything You Go
1989,MILLI VANILLI,Girl I'm Gonna Miss You
1989,THOMPSON TWINS,Sugar Daddy
1989,BABYFACE,It's No Crime
1989,BONHAM,Wait For You
1989,AFTER 7,Heat Of The Moment
1989,KISS,Hide Your Heart
1989,BILLY OCEAN,Licence To Chill
1989,COVER GIRLS,My Heart Skips A Beat
1989,THE CURE,Love Song
1989,REGINA BELLE,Baby Come To Me
1989,CURE,Lullaby
1989,NUFF Z'NUFF,New Thing
1989,STARSHIP,I Didn't Mean To Stay All Night
1989,JERMAINE JACKSON,Don't Take It Personal
1989,POCO,Nothin' To Hide
1989,SURFACE,You Are My Everything
1989,GIANT,I Am A Believer
1989,MOVING PICTURES,What About Me
1989,TEARS FOR FEARS,Woman In Chains
1989,WHITE LION,Radar Love
1989,CHICAGO,What Kind Of Man Would I Be
1989,CHUNKY A,Owwww!
1989,CHRISTOPHER MAX,Serious Kinda Girl
1989,SHIRLEY LEWIS,Realistic
1989,ELTON JOHN,Healing Hands
1989,TINA TURNER,The Best
1989,MILLI VANILLI,Blame It On The Rain
1989,BAD ENGLISH,When I See You Smile
1989,B-52'S,Love Shack
1989,PAULA ABDUL,(It s Just) The Way That You Love Me
1989,BILLY JOEL,We Didn't Start The Fire
1989,RICHARD MARX,Angelia
1989,ALICE COOPER,Poison
1989,SOUL II SOUL,Back 2 Life
1989,LINDA RONSTADT & AARON NEVILLE,Don't Know Much
1989,PHIL COLLINS,Another Day In Paradise
1989,GLORIA ESTEFAN,Get On Your Feet
1989,KIX,Don't Close My Eyes
1989,TAYLOR DAYNE,With Every Beat Of My Heart
1989,ROXETTE,Listen To Your Heart
1989,BELINDA CARLISLE,Leave A Light On
1989,BON JOVI,Living In Sin
1989,YOUNG M.C.,Bust A Move
1989,KEVIN PAIGE,Don't Shut Me Out
1989,TECHNOTRONIC,Pump Up The Jam
1989,NEW KIDS ON THE BLOCK,Didn't I (Blow Your Mind)
1989,JANET JACKSON,Miss You Much
1989,JANET JACKSON,Rhythm Nation
1989,SYBIL,Don't Make Me Over
1989,DON HENLEY,The Last Worthless Evening
1989,TESLA,Love Song
1989,CHER,Just Like Jesse James
1989,NEW KIDS ON THE BLOCK,Cover Girl
1989,2 LIVE CREW,Me So Horny
1989,JODY WATLEY,Everything
1989,BOBBY BROWN,Rock Rit'cha
1989,TEARS FOR FEARS,Sowing The Seeds Of Love
1989,LOU GRAMM,Just Between You And Me
1989,GREAT WHITE,The Angel Song
1989,JIVE BUNNY AND THE MASTERMIXERS,Swing In The Mood
1989,AEROSMITH,Love In An Elevator
1989,MICHAEL BOLTON,How Am I Supposed To Live Without You
1989,NEW KIDS ON THE BLOCK,This One's For The Children
1989,PAUL CARRACK,I Live By The Groove
1989,ROLLING STONES,Rock And A Hard Place
1989,MADONNA,Oh Father
1989,PRINCE & SHEENA EASTON,The Arms Of Orion
1989,JOE COCKER,When The Night Comes
1989,TOM PETTY,Free Fallin'
1989,BILLY OCEAN,Licence To Chill
1989,DINO,Sunshine
1989,EXPOSE,When I Looked At Him
1989,WHITESNAKE,Fool For Your Loving
1989,MOTLEY CRUE,Dr. Feelgood
1989,SEDUCTION,Two To Make It Right
1989,ALARM,Sold Me Down The River
1989,THOMPSON TWINS,Sugar Daddy
1989,SHANA,I Want You
1989,SKID ROW,I Remember You
1989,ROD STEWART,Downtown Train
1989,BABYFACE,It's No Crime
1989,POCO,Call It Love
