year,artist,title
2000,J-SHIN & LaTOCHA SCOTT,One Night Stand
2000,LIMP BIZKIT & METHOD MAN,N 2 Gether Now
2000,ANGIE STONE,No More Rain
2000,JOHN MICHAEL MONTGOMERY,Home To You
2000,BUSH,Chemicals Between Us
2000,LIL WAYNE & JUVENILE,Tha Block Is Hot
2000,RAGE AGAINST THE MACHINE,Guerrilla Radio
2000,CLAY WALKER,Live Laugh Love
2000,NOTORIOUS BIG & PUFF DADDY,Notorious B.I.G.
2000,KENNY CHESNEY,She Thinks My Tractor's Sexy
2000,BACKSTREET BOYS,Largen Than Life
2000,SIXPENCE NONE THE RICHER,There She Goes
2000,T.A.F.K.A. PRINCE,Greatest Romance Ever Sold
2000,FATBOY SLIM,Rockafella Skank
2000,CHICO DeBARGE,Give Me What You Want
2000,'N SYNC & GLORIA ESTEFAN,Music Of My Heart
2000,CHAD BROCK / HANK WILLIAM JR / GEORGE JONES,A Country Boy Can Survive
2000,JOE,I Wanna Know
2000,LIMP BIZKIT,Re-Arranged
2000,BETH HART,L.A. Song
2000,EVE,Gotta Man
2000,JOE DIFFIE,The Quittin' Kind
2000,TY HERNDON,Steam
2000,NAS,Nastradamus
1999,SANTANA featuring ROB THOMAS,Smooth
1999,BRIAN McKNIGHT,Back At One
1999,JESSICA SIMPSON,I Wanna Love You Forever
1999,SAVAGE GARDEN,I Knew I Loved You
1999,WHITNEY HOUSTON,My Love Is Your Love
1999,MARC ANTHONY,I Need To Know
1999,"MISSY ""MISDEMEANOR"" ELLIOTT & NAS & EVE",Hot Boyz
1999,DONELL JONES,U Know What's Up
1999,BLAQUE,Bring It All To Me
1999,KEVON EDMONDS,24/7
1999,LFO,Girl On TV
1999,JENNIFER LOPEZ,Waiting For Tonight
1999,CHRISTINA AGUILERA,What A Girl Wants
1999,SMASH MOUTH,Then The Morning Comes
1999,LEN,Steal My Sunshine
1999,EIFFEL 65,Blue (Da Ba Dee)
1999,JAGGED EDGE,He Can't Love U
1999,LOU BEGA,Mambo No. 5 (A Little Bit Of ...)
1999,702,Where My Girls At?
1999,TLC,Unpretty
1999,TRAIN,Meet Virginia
1999,FOO FIGHTERS,Learn To Fly
1999,SOLE featuring JT MONEY & KANDI,"4, 5, 6"
1999,MONTELL JORDAN,Get It On Tonite
1999,JUVENILE feat. MANNY FRESH & LIL' WAYNE,Back That Thang Up
1999,LeANN RIMES,Big Deal
1999,IDEAL,Get Gone
1999,FAITH HILL,Breathe
1999,GUY,Dancin'
1999,CELINE DION,That's The Way It Is
1999,BRAD PAISLEY,He Didn't Have To Be
1999,PUFF DADDY featuring R KELLY,Satisfy You
1999,OL' DIRTY BASTARD featuring KELIS,Got Your Money
1999,SUGAR RAY,Someday
1999,COUNTING CROWS,Hangingaround
1999,IMX,Stay The Night
1999,GOO GOO DOLLS,Black Balloon
1999,FILTER,Take A Picture
1999,RICKY MARTIN,Shake Your Bon-Bon
1999,MINT CONDITION,If You Love Me
1999,CLINT BLACK,When I Said I Do
1999,ICE CUBE featuring MACK 10 & MS. TOI,You Can Do It
1999,MARC NELSON,15 Minutes
1999,M2M,Don't Say You Love Me
1999,LONESTAR,Amazed
1999,REBA,What Do You Say
1999,CHRISTINA AGUILERA,The Christmas Song (Chestnuts Roasting On An Open Fire)
1999,SISQO featuring MAKE IT HOT,Got To Get It
1999,TAL BACHMAN,She's So High
1999,MARIAH CAREY featuring JOE & 98 DEGREES,Thank God I Found You
1999,MARIAH CAREY featuring JAY-Z,Heartbreaker
1999,DIXIE CHICKS,Cowboy Take Me Away
1999,BRITNEY SPEARS,(You Drive Me) Crazy
1999,TIM McGRAW,My Best Friend
1999,ALAN JACKSON,Pop A Top
1999,ROBBIE WILLIAMS,Angels
1999,YANKEE GREY,All Things Considered
1999,WILL SMITH featuring K-CI,Will 2K
1999,BLINK 182,All The Small Things
1999,MARTINA McBRIDE,I Love You
1999,CREED,Higher
1999,"B.G. feat BABY, TURK, MANNIE FRESH & JUVENILE",Bling Bling
1999,KELIS,Caught Out There
1999,MARY J. BLIGE,Deep Inside
1999,TIM McGRAW,Something Like That
1999,EVE,Gotta Man
1999,ENRIQUE IGLESIAS,Rhythm Divine
1999,JOHN MICHAEL MONTGOMERY,Home To You
1999,AMBER,Sexual (Li Da Di)
1999,BACKSTREET BOYS,Largen Than Life
1999,GINUWINE,None Of Ur Friends Business
1999,DESTINY'S CHILD,Bug A Boo
1999,BUSH,Chemicals Between Us
1999,KENNY CHESNEY,She Thinks My Tractor's Sexy
1999,DR. DRE & SNOOP DOGG,Still D.R.E.
1999,SIXPENCE NONE THE RICHER,There She Goes
1999,DEBORAH COX with R.L.,We Can't Be Friends
1999,LIMP BIZKIT & METHOD MAN,N 2 Gether Now
1999,R.E.M.,The Great Beyond
1999,LONESTAR,Smile
1999,SHANIA TWAIN,Come On Over
1999,FATBOY SLIM,Rockafella Skank
1999,DESTINY'S CHILD,Say My Name
1999,LIL WAYNE & JUVENILE,Tha Block Is Hot
1999,'N SYNC & GLORIA ESTEFAN,Music Of My Heart
1999,ANGIE STONE,No More Rain
1999,RAGE AGAINST THE MACHINE,Guerrilla Radio
1999,NOTORIOUS BIG & PUFF DADDY,Notorious B.I.G.
1999,KENNY G,Auld Lang Syne
1999,CHICO DeBARGE,Give Me What You Want
1999,TY HERNDON,Steam
1999,T.A.F.K.A. PRINCE,Greatest Romance Ever Sold
1999,WARREN G featuring MACK 10,I Want It All
1999,CLAY WALKER,Live Laugh Love
1999,LIMP BIZKIT,Re-Arranged
1999,J-SHIN & LaTOCHA SCOTT,One Night Stand
1999,SHEDAISY,Deck The Halls
1999,DR. DRE,Still Dre
1999,BETH HART,L.A. Song
1999,NAS,Nastradamus
1999,SANTANA featuring ROB THOMAS,Smooth
1999,BRIAN McKNIGHT,Back At One
1999,JESSICA SIMPSON,I Wanna Love You Forever
1999,SAVAGE GARDEN,I Knew I Loved You
1999,WHITNEY HOUSTON,My Love Is Your Love
1999,MARC ANTHONY,I Need To Know
1999,DONELL JONES,U Know What's Up
1999,JENNIFER LOPEZ,Waiting For Tonight
1999,"MISSY ""MISDEMEANOR"" ELLIOTT & NAS & EVE",Hot Boyz
1999,KEVON EDMONDS,24/7
1999,BLAQUE,Bring It All To Me
1999,LEN,Steal My Sunshine
1999,LOU BEGA,Mambo No. 5 (A Little Bit Of ...)
1999,LFO,Girl On TV
1999,TLC,Unpretty
1999,SMASH MOUTH,Then The Morning Comes
1999,702,Where My Girls At?
1999,CHRISTINA AGUILERA,What A Girl Wants
1999,PUFF DADDY featuring R KELLY,Satisfy You
1999,IDEAL,Get Gone
1999,SOLE featuring JT MONEY & KANDI,"4, 5, 6"
1999,TRAIN,Meet Virginia
1999,SUGAR RAY,Someday
1999,JUVENILE feat. MANNY FRESH & LIL' WAYNE,Back That Thang Up
1999,FOO FIGHTERS,Learn To Fly
1999,LeANN RIMES,Big Deal
1999,MARC NELSON,15 Minutes
1999,FAITH HILL,Breathe
1999,EIFFEL 65,Blue (Da Ba Dee)
1999,BRAD PAISLEY,He Didn't Have To Be
1999,CLINT BLACK,When I Said I Do
1999,JAGGED EDGE,He Can't Love U
1999,GOO GOO DOLLS,Black Balloon
1999,CELINE DION,That's The Way It Is
1999,COUNTING CROWS,Hangingaround
1999,BRITNEY SPEARS,(You Drive Me) Crazy
1999,OL' DIRTY BASTARD featuring KELIS,Got Your Money
1999,MONTELL JORDAN,Get It On Tonite
1999,RICKY MARTIN,Shake Your Bon-Bon
1999,IMX,Stay The Night
1999,MARIAH CAREY featuring JAY-Z,Heartbreaker
1999,MINT CONDITION,If You Love Me
1999,WILL SMITH featuring K-CI,Will 2K
1999,TAL BACHMAN,She's So High
1999,CHRISTINA AGUILERA,Genie In A Bottle
1999,GUY,Dancin'
1999,RED HOT CHILI PEPPERS,Scar Tissue
1999,SISQO featuring MAKE IT HOT,Got To Get It
1999,MARTINA McBRIDE,I Love You
1999,ICE CUBE featuring MACK 10 & MS. TOI,You Can Do It
1999,REBA,What Do You Say
1999,FILTER,Take A Picture
1999,JOHN MICHAEL MONTGOMERY,Home To You
1999,M2M,Don't Say You Love Me
1999,YANKEE GREY,All Things Considered
1999,98 DEGREES,I Do (Cherish You)
1999,ALAN JACKSON,Pop A Top
1999,"B.G. feat BABY, TURK, MANNIE FRESH & JUVENILE",Bling Bling
1999,EVE,Gotta Man
1999,CREED,Higher
1999,DIXIE CHICKS,Cowboy Take Me Away
1999,ROBBIE WILLIAMS,Angels
1999,DEBORAH COX with R.L.,We Can't Be Friends
1999,TIM McGRAW,My Best Friend
1999,BACKSTREET BOYS,Largen Than Life
1999,TIM McGRAW,Something Like That
1999,KELIS,Caught Out There
1999,MARIAH CAREY & 98 DEGREES,Thank God I've Found You
1999,BLINK 182,All The Small Things
1999,SHANIA TWAIN,Come On Over
1999,DESTINY'S CHILD,Bug A Boo
1999,WARREN G featuring MACK 10,I Want It All
1999,MARY J. BLIGE,Deep Inside
1999,RICKY MARTIN,She's All I Ever Had
1999,BUSH,Chemicals Between Us
1999,AMBER,Sexual (Li Da Di)
1999,DR. DRE & SNOOP DOGG,Still D.R.E.
1999,CHICO DeBARGE,Give Me What You Want
1999,ENRIQUE IGLESIAS,Rhythm Divine
1999,SIXPENCE NONE THE RICHER,There She Goes
1999,KENNY CHESNEY,She Thinks My Tractor's Sexy
1999,NOTORIOUS BIG & PUFF DADDY,Notorious B.I.G.
1999,FATBOY SLIM,Rockafella Skank
1999,GINUWINE,None Of Ur Friends Business
1999,LIMP BIZKIT & METHOD MAN,N 2 Gether Now
1999,'N SYNC & GLORIA ESTEFAN,Music Of My Heart
1999,T.A.F.K.A. PRINCE,Greatest Romance Ever Sold
1999,TY HERNDON,Steam
1999,LONESTAR,Smile
1999,LIMP BIZKIT,Re-Arranged
1999,RAGE AGAINST THE MACHINE,Guerrilla Radio
1999,LIL WAYNE & JUVENILE,Tha Block Is Hot
1999,LIVE,Dolphin's Cry
1999,CLAY WALKER,Live Laugh Love
1999,GEORGE STRAIT,What Do You Say To That
1999,R KELLY,If I Could Turn Back The Hands Of Time
1999,CHRISTINA AGUILERA,The Christmas Song
1999,DR. DRE,Still Dre
1999,BETH HART,L.A. Song
1999,NAS,Nastradamus
1999,SANTANA featuring ROB THOMAS,Smooth
1999,BRIAN McKNIGHT,Back At One
1999,JESSICA SIMPSON,I Wanna Love You Forever
1999,MARC ANTHONY,I Need To Know
1999,WHITNEY HOUSTON,My Love Is Your Love
1999,SAVAGE GARDEN,I Knew I Loved You
1999,DONELL JONES,U Know What's Up
1999,LOU BEGA,Mambo No. 5 (A Little Bit Of ...)
1999,JENNIFER LOPEZ,Waiting For Tonight
1999,LFO,Girl On TV
1999,LEN,Steal My Sunshine
1999,TLC,Unpretty
1999,"MISSY ""MISDEMEANOR"" ELLIOTT & NAS & EVE",Hot Boyz
1999,BLAQUE,Bring It All To Me
1999,702,Where My Girls At?
1999,PUFF DADDY featuring R KELLY,Satisfy You
1999,KEVON EDMONDS,24/7
1999,IDEAL,Get Gone
1999,SMASH MOUTH,Then The Morning Comes
1999,SUGAR RAY,Someday
1999,MARIAH CAREY featuring JAY-Z,Heartbreaker
1999,JUVENILE feat. MANNY FRESH & LIL' WAYNE,Back That Thang Up
1999,BRITNEY SPEARS,(You Drive Me) Crazy
1999,TRAIN,Meet Virginia
1999,WILL SMITH featuring K-CI,Will 2K
1999,RED HOT CHILI PEPPERS,Scar Tissue
1999,SOLE featuring JT MONEY & KANDI,"4, 5, 6"
1999,CHRISTINA AGUILERA,What A Girl Wants
1999,LeANN RIMES,Big Deal
1999,FOO FIGHTERS,Learn To Fly
1999,CLINT BLACK,When I Said I Do
1999,CHRISTINA AGUILERA,Genie In A Bottle
1999,BRAD PAISLEY,He Didn't Have To Be
1999,IMX,Stay The Night
1999,FAITH HILL,Breathe
1999,MARC NELSON,15 Minutes
1999,COUNTING CROWS,Hangingaround
1999,MARTINA McBRIDE,I Love You
1999,RICKY MARTIN,Shake Your Bon-Bon
1999,OL' DIRTY BASTARD featuring KELIS,Got Your Money
1999,MINT CONDITION,If You Love Me
1999,GOO GOO DOLLS,Black Balloon
1999,MONTELL JORDAN,Get It On Tonite
1999,CELINE DION,That's The Way It Is
1999,JOHN MICHAEL MONTGOMERY,Home To You
1999,M2M,Don't Say You Love Me
1999,TAL BACHMAN,She's So High
1999,98 DEGREES,I Do (Cherish You)
1999,DEBORAH COX with R.L.,We Can't Be Friends
1999,SMASH MOUTH,All Star
1999,"B.G. feat BABY, TURK, MANNIE FRESH & JUVENILE",Bling Bling
1999,EVE,Gotta Man
1999,BACKSTREET BOYS,Largen Than Life
1999,JAGGED EDGE,He Can't Love U
1999,YANKEE GREY,All Things Considered
1999,REBA,What Do You Say
1999,CREED,Higher
1999,SISQO,Got To Get It
1999,SIXPENCE NONE THE RICHER,There She Goes
1999,TIM McGRAW,Something Like That
1999,SHANIA TWAIN,Come On Over
1999,WARREN G featuring MACK 10,I Want It All
1999,ALAN JACKSON,Pop A Top
1999,FILTER,Take A Picture
1999,DESTINY'S CHILD,Bug A Boo
1999,ICE CUBE,You Can Do It
1999,EIFFEL 65,Blue
1999,KELIS,Caught Out There
1999,ROBBIE WILLIAMS,Angels
1999,DIXIE CHICKS,Cowboy Take Me Away
1999,TIM McGRAW,My Best Friend
1999,BUSH,Chemicals Between Us
1999,RICKY MARTIN,She's All I Ever Had
1999,T.A.F.K.A. PRINCE,Greatest Romance Ever Sold
1999,MARY J. BLIGE,Deep Inside
1999,BLINK 182,All The Small Things
1999,FATBOY SLIM,Rockafella Skank
1999,CHICO DeBARGE,Give Me What You Want
1999,AMBER,Sexual (Li Da Di)
1999,'N SYNC & GLORIA ESTEFAN,Music Of My Heart
1999,KENNY CHESNEY,She Thinks My Tractor's Sexy
1999,MARIAH CAREY & 98 DEGREES,Thank God I've Found You
1999,GEORGE STRAIT,What Do You Say To That
1999,ENRIQUE IGLESIAS,Rhythm Divine
1999,TY HERNDON,Steam
1999,R KELLY,If I Could Turn Back The Hands Of Time
1999,RAGE AGAINST THE MACHINE,Guerrilla Radio
1999,LIMP BIZKIT & METHOD MAN,N 2 Gether Now
1999,LIL WAYNE & JUVENILE,Tha Block Is Hot
1999,NOTORIOUS BIG & PUFF DADDY,Notorious B.I.G.
1999,LIMP BIZKIT,Re-Arranged
1999,LIVE,Dolphin's Cry
1999,DR. DRE & SNOOP DOGG,Still D.R.E.
1999,GINUWINE,None Of Ur Friends Business
1999,CLAY WALKER,Live Laugh Love
1999,NAS,Nastradamus
1999,STEVE WARINER,I'm Already Taken
1999,BETH HART,L.A. Song
1999,DRU HILL,Beauty
1999,MANDY MOORE,Candy
1999,SANTANA featuring ROB THOMAS,Smooth
1999,BRIAN McKNIGHT,Back At One
1999,MARC ANTHONY,I Need To Know
1999,LOU BEGA,Mambo No. 5 (A Little Bit Of ...)
1999,JESSICA SIMPSON,I Wanna Love You Forever
1999,WHITNEY HOUSTON,My Love Is Your Love
1999,SAVAGE GARDEN,I Knew I Loved You
1999,JENNIFER LOPEZ,Waiting For Tonight
1999,DONELL JONES,U Know What's Up
1999,TLC,Unpretty
1999,LEN,Steal My Sunshine
1999,PUFF DADDY featuring R KELLY,Satisfy You
1999,702,Where My Girls At?
1999,MARIAH CAREY featuring JAY-Z,Heartbreaker
1999,LFO,Girl On TV
1999,IDEAL,Get Gone
1999,BLAQUE,Bring It All To Me
1999,BRITNEY SPEARS,(You Drive Me) Crazy
1999,SUGAR RAY,Someday
1999,JUVENILE feat. MANNY FRESH & LIL' WAYNE,Back That Thang Up
1999,"MISSY ""MISDEMEANOR"" ELLIOTT & NAS & EVE",Hot Boyz
1999,KEVON EDMONDS,24/7
1999,SMASH MOUTH,Then The Morning Comes
1999,RED HOT CHILI PEPPERS,Scar Tissue
1999,WILL SMITH featuring K-CI,Will 2K
1999,TRAIN,Meet Virginia
1999,98 DEGREES,I Do (Cherish You)
1999,CHRISTINA AGUILERA,Genie In A Bottle
1999,MARC NELSON,15 Minutes
1999,BACKSTREET BOYS,Largen Than Life
1999,MARTINA McBRIDE,I Love You
1999,FOO FIGHTERS,Learn To Fly
1999,CLINT BLACK,When I Said I Do
1999,IMX,Stay The Night
1999,MINT CONDITION,If You Love Me
1999,SMASH MOUTH,All Star
1999,LeANN RIMES,Big Deal
1999,EVE,Gotta Man
1999,"B.G. feat BABY, TURK, MANNIE FRESH & JUVENILE",Bling Bling
1999,TAL BACHMAN,She's So High
1999,SOLE featuring JT MONEY & KANDI,"4, 5, 6"
1999,FAITH HILL,Breathe
1999,BRAD PAISLEY,He Didn't Have To Be
1999,DEBORAH COX with R.L.,We Can't Be Friends
1999,JOHN MICHAEL MONTGOMERY,Home To You
1999,COUNTING CROWS,Hangingaround
1999,GOO GOO DOLLS,Black Balloon
1999,OL' DIRTY BASTARD featuring KELIS,Got Your Money
1999,CELINE DION,That's The Way It Is
1999,LENNY KRAVITZ,American Woman
1999,CHRISTINA AGUILERA,What A Girl Wants
1999,RICKY MARTIN,Shake Your Bon Bon
1999,SIXPENCE NONE THE RICHER,There She Goes
1999,MONTELL JORDAN,Get It On Tonite
1999,TIM McGRAW,Something Like That
1999,DESTINY'S CHILD,Bug A Boo
1999,CREED,Higher
1999,SHANIA TWAIN,Come On Over
1999,RICKY MARTIN,She's All I Ever Had
1999,YANKEE GREY,All Things Considered
1999,WARREN G featuring MACK 10,I Want It All
1999,M2M,Do Say You Love Me
1999,REBA,What Do You Say
1999,ALAN JACKSON,Pop A Top
1999,GEORGE STRAIT,What Do You Say To That
1999,R KELLY,If I Could Turn Back The Hands Of Time
1999,BUSH,Chemicals Between Us
1999,T.A.F.K.A. PRINCE,Greatest Romance Ever Sold
1999,ROBBIE WILLIAMS,Angels
1999,'N SYNC & GLORIA ESTEFAN,Music Of My Heart
1999,CHICO DeBARGE,Give Me What You Want
1999,DIXIE CHICKS,Cowboy Take Me Away
1999,SISQO,Got To Get It
1999,FILTER,Take A Picture
1999,MARY J. BLIGE,Deep Inside
1999,TIM McGRAW,My Best Friend
1999,FATBOY SLIM,Rockafella Skank
1999,MANDY MOORE,Candy
1999,ANDY GRIGGS,I'll Go Crazy
1999,LIVE,Dolphin's Cry
1999,KENNY CHESNEY,She Thinks My Tractor's Sexy
1999,STEVE WARINER,I'm Already Taken
1999,RAGE AGAINST THE MACHINE,Guerrilla Radio
1999,KELIS,Caught Out There
1999,TY HERNDON,Steam
1999,ICE CUBE,You Can Do It
1999,SIMPLY RED,Ain't That A Lot Of Love
1999,AMBER,Sexual (Li Da Di)
1999,BLINK 182,All The Small Things
1999,ENRIQUE IGLESIAS,Rhythm Divine
1999,LIMP BIZKIT,Re-Arranged
1999,NAS,Nastradamus
1999,DR. DRE & SNOOP DOGG,Still D.R.E.
1999,LIMP BIZKIT & METHOD MAN,N 2 Gether Now
1999,CLAY WALKER,Live Laugh Love
1999,DRU HILL,Beauty
1999,SNOOP DOGG,B-Please
1999,MONTGOMERY GENTRY,Lonely And Gone
1999,LIL WAYNE & JUVENILE,Tha Block Is Hot
1999,BETH HART,L.A. Song
1999,SANTANA featuring ROB THOMAS,Smooth
1999,BRIAN McKNIGHT,Back At One
1999,MARC ANTHONY,I Need To Know
1999,LOU BEGA,Mambo No. 5 (A Little Bit Of ...)
1999,JESSICA SIMPSON,I Wanna Love You Forever
1999,WHITNEY HOUSTON,My Love Is Your Love
1999,TLC,Unpretty
1999,MARIAH CAREY featuring JAY-Z,Heartbreaker
1999,JENNIFER LOPEZ,Waiting For Tonight
1999,PUFF DADDY featuring R KELLY,Satisfy You
1999,DONELL JONES,U Know What's Up
1999,LEN,Steal My Sunshine
1999,SAVAGE GARDEN,I Knew I Loved You
1999,IDEAL,Get Gone
1999,702,Where My Girls At?
1999,LFO,Girl On TV
1999,BRITNEY SPEARS,(You Drive Me) Crazy
1999,SUGAR RAY,Someday
1999,BLAQUE,Bring It All To Me
1999,RED HOT CHILI PEPPERS,Scar Tissue
1999,JUVENILE feat. MANNY FRESH & LIL' WAYNE,Back That Thang Up
1999,CHRISTINA AGUILERA,Genie In A Bottle
1999,98 DEGREES,I Do (Cherish You)
1999,DEBORAH COX with R.L.,We Can't Be Friends
1999,MARTINA McBRIDE,I Love You
1999,WILL SMITH featuring K-CI,Will 2K
1999,SMASH MOUTH,Then The Morning Comes
1999,BACKSTREET BOYS,Largen Than Life
1999,SMASH MOUTH,All Star
1999,MINT CONDITION,If You Love Me
1999,IMX,Stay The Night
1999,TRAIN,Meet Virginia
1999,EVE,Gotta Man
1999,TAL BACHMAN,She's So High
1999,CLINT BLACK,When I Said I Do
1999,"MISSY ""MISDEMEANOR"" ELLIOTT & NAS & EVE",Hot Boyz
1999,WARREN G featuring MACK 10,I Want It All
1999,GOO GOO DOLLS,Black Balloon
1999,DESTINY'S CHILD,Bug A Boo
1999,"B.G. feat BABY, TURK, MANNIE FRESH & JUVENILE",Bling Bling
1999,LeANN RIMES,Big Deal
1999,FOO FIGHTERS,Learn To Fly
1999,SIXPENCE NONE THE RICHER,There She Goes
1999,MARC NELSON,15 Minutes
1999,R KELLY,If I Could Turn Back The Hands Of Time
1999,BRAD PAISLEY,He Didn't Have To Be
1999,SOLE featuring JT MONEY & KANDI,"4, 5, 6"
1999,JOHN MICHAEL MONTGOMERY,Home To You
1999,LENNY KRAVITZ,American Woman
1999,ERIC BENET featuring TAMIA,Spend My Life With You
1999,FAITH HILL,Breathe
1999,RICKY MARTIN,She's All I Ever Had
1999,M2M,Do Say You Love Me
1999,TIM McGRAW,Something Like That
1999,Q-TIP,Vivrant Thing
1999,GEORGE STRAIT,What Do You Say To That
1999,CREED,Higher
1999,SHANIA TWAIN,Come On Over
1999,OL' DIRTY BASTARD,Got Your Money
1999,COUNTING CROWS,Hangin' Around
1999,MONTELL JORDAN,Get It On Tonite
1999,'N SYNC & GLORIA ESTEFAN,Music Of My Heart
1999,T.A.F.K.A. PRINCE,Greatest Romance Ever Sold
1999,YANKEE GREY,All Things Considered
1999,CELINE DION,That's The Way It Is
1999,RICKY MARTIN,Shake Your Bon Bon
1999,MANDY MOORE,Candy
1999,KEVON EDMONDS,24/7
1999,REBA,What Do You Say
1999,ALAN JACKSON,Pop A Top
1999,CHRISTINA AGUILERA,What A Girl Wants
1999,STEVE WARINER,I'm Already Taken
1999,ANDY GRIGGS,I'll Go Crazy
1999,MONTGOMERY GENTRY,Lonely And Gone
1999,BUSH,Chemicals Between Us
1999,SISQO,Got To Get It
1999,ROBBIE WILLIAMS,Angels
1999,CHICO DeBARGE,Give Me What You Want
1999,DIXIE CHICKS,Cowboy Take Me Away
1999,MARY J. BLIGE,Deep Inside
1999,LIVE,Dolphin's Cry
1999,SIMPLY RED,Ain't That A Lot Of Love
1999,TY HERNDON,Steam
1999,RAGE AGAINST THE MACHINE,Guerrilla Radio
1999,TIM McGRAW,My Best Friend
1999,KENNY CHESNEY,She Thinks My Tractor's Sexy
1999,FATBOY SLIM,Rockafella Skank
1999,AMBER,Sexual (Li Da Di)
1999,MELISSA ETHERIDGE,Angels Would Fall
1999,BLINK 182,What's My Age Again
1999,FILTER,Take A Picture
1999,GINUWINE,So Anxious
1999,DR. DRE & SNOOP DOGG,Still D.R.E.
1999,NAS,Nastradamus
1999,KID ROCK,Cowboy
1999,SNOOP DOGG,B-Please
1999,DRU HILL,Beauty
1999,MASTER P,Step To This
1999,BETH HART,L.A. Song
1999,BRANDY,U Don't Know Me
1999,SANTANA featuring ROB THOMAS,Smooth
1999,BRIAN McKNIGHT,Back At One
1999,LOU BEGA,Mambo No. 5 (A Little Bit Of ...)
1999,MARC ANTHONY,I Need To Know
1999,MARIAH CAREY featuring JAY-Z,Heartbreaker
1999,PUFF DADDY featuring R KELLY,Satisfy You
1999,TLC,Unpretty
1999,WHITNEY HOUSTON,My Love Is Your Love
1999,JESSICA SIMPSON,I Wanna Love You Forever
1999,LEN,Steal My Sunshine
1999,JENNIFER LOPEZ,Waiting For Tonight
1999,DONELL JONES,U Know What's Up
1999,IDEAL,Get Gone
1999,BRITNEY SPEARS,(You Drive Me) Crazy
1999,SUGAR RAY,Someday
1999,702,Where My Girls At?
1999,RED HOT CHILI PEPPERS,Scar Tissue
1999,CHRISTINA AGUILERA,Genie In A Bottle
1999,JUVENILE feat. MANNY FRESH & LIL' WAYNE,Back That Thang Up
